|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|     320 |         320 |       00:01:35 |       99.01% |       97.16% |       0.0932 |       0.1383 |      1.0000e-04 |
|     321 |         321 |       00:01:35 |       99.15% |              |       0.0998 |              |      1.0000e-04 |
|     322 |         322 |       00:01:35 |       98.44% |              |       0.1037 |              |      1.0000e-04 |
|     323 |         323 |       00:01:36 |       98.72% |              |       0.0971 |              |      1.0000e-04 |
|     324 |         324 |       00:01:36 |       99.01% |              |       0.0973 |              |      1.0000e-04 |
|     325 |         325 |       00:01:36 |       98.72% |              |       0.0963 |              |      1.0000e-04 |
|     326 |         326 |       00:01:37 |       99.01% |              |       0.0993 |              |      1.0000e-04 |
|     327 |         327 |       00:01:37 |       98.86% |              |       0.0974 |              |      1.0000e-04 |
|     328 |         328 |       00:01:37 |       99.01% |              |       0.0936 |              |      1.0000e-04 |
|     329 |         329 |       00:01:37 |       99.15% |              |       0.0926 |              |      1.0000e-04 |
|     330 |         330 |       00:01:38 |       99.29% |       97.73% |       0.0930 |       0.1378 |      1.0000e-04 |
|======================================================================================================================|
